Phys_X,Phys_Y,Chip_X,Chip_Y,Chip_ID,RA,DEC,Offaxis_Angle
5891.366667,2730.01,32.0404426719,417.400629605,5,53.09472496952272,-36.32597095079538,18.4977588531
5887.7,2775.01,60.9172069624,452.184663484,5,53.095370811808,-36.31982267599617,18.2523971947
5826.2,2777.01,112.487740867,418.465483082,5,53.10580317191791,-36.31957529309879,17.839157925
5900.7,2799.01,64.0568740214,479.334705658,5,53.0931786389224,-36.31653715447813,18.222690523
5708.7,2840.343333,245.23123439,402.832206543,5,53.12576317724172,-36.31096696532504,16.7590271795
5921.7,2854.01,78.4597827572,536.498903186,5,53.08964659714486,-36.30901153532138,18.1051957383
5994.2,2860.01,22.4702425952,583.100828836,5,53.07735460021392,-36.30815922898066,18.572724826
5839.7,2866.01,152.586373933,499.191829794,5,53.10355930925331,-36.30740661640736,17.4965274794
5802.7,2868.51,184.358180636,479.968605371,5,53.10983534491781,-36.30708024181467,17.2375699035
6028.366667,2874.676667,2.89073276197,614.768610244,5,53.07156869027438,-36.30613916412957,18.7435167495
5703.2,2875.01,269.670632314,428.090771828,5,53.12671244842271,-36.30623140281624,16.5499074013
5790.366667,2898.676667,211.812756539,497.609183783,5,53.1119420545611,-36.30296257217694,17.0115808712
5982.45,2912.26,62.1421500893,619.181323064,5,53.07937644490182,-36.30102389055422,18.2606810515
5841.033333,2914.01,179.088763426,539.310208903,5,53.10335797921681,-36.30084620102771,17.2815935172
5628.7,2927.51,360.932894898,428.298579515,5,53.13937045747659,-36.29908453941053,15.8030874322
5703.7,2937.26,305.048861095,479.41269283,5,53.1266572696132,-36.29772387496811,16.2493934555
5906.7,2945.01,143.073912997,602.479237316,5,53.09223923050491,-36.29658167913588,17.5921495591
5817.2,2955.26,222.343554387,559.425472361,5,53.10742050545628,-36.29521870567103,16.9309018007
5757.7,2972.51,281.042152625,539.358605357,5,53.11751793744131,-36.29288533920928,16.44683216
5577.7,2979.01,432.353858594,441.197769816,5,53.14804116960535,-36.29206472558815,15.2146848764
5764.7,2980.343333,279.806615852,549.805205881,5,53.11633490383301,-36.29181201471078,16.4585978503
5830.2,2992.51,233.100784124,597.438392985,5,53.10523531034933,-36.29012259995319,16.8538267054
5678.366667,3003.343333,363.810687742,519.024718056,5,53.13098392803629,-36.28870232205684,15.7671347643
5654.7,3023.81,394.980606703,522.196993928,5,53.1350060138523,-36.28591415318272,15.5120995393
5547.2,3025.01,483.805792528,461.374298422,5,53.15323238115751,-36.28578886297021,14.788629371
5464.7,3035.51,557.481392507,422.549498569,5,53.16722391832536,-36.28438171364169,14.1972218263
5458.7,3050.676667,571.12018862,431.533989523,5,53.16824727050098,-36.28231092603465,14.0822969004
5797.7,3061.343333,299.319055468,635.184659649,5,53.1107803664413,-36.2807289188986,16.3292682577
5710.7,3101.01,393.451663741,617.684948221,5,53.1255485037839,-36.27534241142309,15.5510420094
5303.366667,3109.676667,732.39386688,390.595682846,5,53.19460289117906,-36.27429543993485,12.7833898322
5318.7,3110.51,720.301559701,400.09478176,5,53.19200390759089,-36.274177097246,12.8766792284
5643.033333,3118.01,458.702572889,592.717759416,5,53.13702710859273,-36.27304469932527,15.006594787
5278.7,3133.51,766.319791916,395.953064299,5,53.19879268520661,-36.27104530432538,12.5031207883
5421.7,3148.01,657.414186635,490.058419412,5,53.17455824019142,-36.26902077862872,13.3631361506
5547.366667,3149.343333,555.150445205,563.403055802,5,53.15325748644099,-36.26879683774467,14.2077527864
5612.366667,3150.343333,502.434027254,601.594226677,5,53.1422400595452,-36.26863711120915,14.6526119128
5389.033333,3163.01,692.820501922,483.574379887,5,53.18010119924745,-36.26698103069803,13.0738488884
5518.7,3165.343333,587.852027803,560.038712599,5,53.1581233874988,-36.26662005116544,13.9392135144
5305.7,3184.01,773.216772945,452.878619104,5,53.19423393146736,-36.26413599376981,12.4218028658
5403.7,3184.51,693.156505341,509.633486088,5,53.17762347403452,-36.26403817381943,13.0698665853
5531.7,3190.01,591.375053928,587.735667602,5,53.15593033992624,-36.26324454446456,13.9194647753
5603.033333,3189.676667,532.699497382,628.475028306,5,53.14383963365859,-36.26326500866924,14.4187970357
5610.7,3191.01,527.180407808,633.976038897,5,53.14254077871958,-36.26308002009058,14.4670799915
5402.2,3203.01,705.02236488,523.938096717,5,53.17788486111397,-36.26151033967634,12.9735120412
5514.7,3202.76,612.643052827,588.414553314,5,53.15881708469988,-36.26150786780168,13.7457842157
5195.033333,3219.01,884.072382575,417.945178613,5,53.21300294762508,-36.25938324505276,11.528947355
5421.2,3226.51,702.955426477,554.128326398,5,53.17467374448672,-36.25829273645287,12.9956128096
5424.366667,3251.676667,714.828026116,576.581640892,5,53.17414692667569,-36.25485232865972,12.9053857038
5059.2,3273.01,1026.48605183,384.118903442,5,53.23604028229872,-36.25203677804888,10.3881971128
5213.2,3282.01,905.398276445,480.040203736,5,53.20994474023849,-36.25076851582603,11.3338091222
5136.1,3291.41,974.015578636,443.417957405,5,53.22301361842157,-36.24950372939934,10.7820699923
5337.45,3332.51,832.561944741,592.879726324,5,53.18890689663128,-36.24383190975031,11.9495708518
5271.5,3348.21,895.659369547,567.833432218,5,53.20008775570181,-36.24170530062316,11.4228932666
5310.7,3348.51,863.692528587,590.617367926,5,53.19344549679518,-36.24165311141353,11.6940021215
5367.2,3352.01,819.381600269,625.97135033,5,53.18387300685054,-36.24115800913335,12.0763647129
5058.2,3358.01,33.3202783101,453.567893011,6,53.23623391566707,-36.24042042864786,9.94273643144
5237.2,3358.26,929.559339897,556.352106393,5,53.20590321895547,-36.24034130245285,11.1416905459
4957.7,3359.51,116.579523306,397.01506458,6,53.2532636318065,-36.24023731695438,9.29466812862
5277.366667,3365.676667,900.891459376,585.526413283,5,53.19909975535199,-36.23931656015606,11.3874788565
5175.7,3378.676667,991.720323964,537.731168458,5,53.21633062539863,-36.23756735759878,10.6282005069
5277.7,3383.343333,910.775214854,600.201984953,5,53.19904944129241,-36.23690204360967,11.3142532762
5305.3,3395.01,894.853970123,625.635412471,5,53.1943771270124,-36.23529973417939,11.460277253
5260.7,3435.01,954.417837619,632.786546873,5,53.20194765777848,-36.22984575606043,10.9797922441
5087.7,3440.01,56.2772002201,537.7564536,6,53.23125927815406,-36.22920695839984,9.74886196238
4887.366667,3483.676667,245.629311979,458.374650157,6,53.26521034139532,-36.22328184463254,8.20417569567
5062.033333,3536.01,132.512446647,601.704874456,6,53.23563514986627,-36.21609303712322,9.15465923447
5049.2,3577.51,166.893155727,628.350100123,6,53.23782070833712,-36.21042434073667,8.89608418136
4799.7,3586.01,376.338200975,491.868484712,6,53.28008315185595,-36.20931198281514,7.12545612698
4630.7,3656.51,555.429130045,452.500912468,6,53.30871939378549,-36.19970196244511,5.67496857934
4618.2,3658.01,566.539982695,446.543766177,6,53.31083660931739,-36.1994985374218,5.58830783236
4658.958824,3666.221765,537.843859293,476.710637631,6,53.30393512799226,-36.19837099425803,5.80695686175
4664.829032,3667.332581,533.669641136,480.996439093,6,53.30294116040852,-36.19821839129333,5.83976796379
4805.2,3673.51,422.134346257,566.767688667,6,53.2791698754258,-36.19735276387763,6.76773014887
4499.033333,3693.676667,684.747758508,407.269754063,6,53.33102272515491,-36.19463723978193,4.66967734093
4708.033333,3698.01,515.884520108,530.987834427,6,53.29562981419603,-36.19401974102323,5.98524859049
4677.29375,3705.54125,545.417075346,519.488526955,6,53.30083674293839,-36.19299484396207,5.74099101883
4575.2,3804.51,686.020874035,541.929176791,6,53.31813971793883,-36.17948203775671,4.59793731879
4613.7,3804.51,654.455513354,564.064894541,6,53.31162108573664,-36.17947746721946,4.87023071601
4365.2,3806.01,859.058320218,422.418424309,6,53.35369604504459,-36.17929574748157,3.24479747493
4442.2,3836.01,813.175123155,491.285628882,6,53.34066185739113,-36.17519011202769,3.54941048784
4567.7,3852.01,719.478823148,576.56007864,6,53.31941618556175,-36.17299122928279,4.35299144313
4502.7,3893.51,796.630424981,573.21202197,6,53.33042573591685,-36.16732636503025,3.723587576
4240.7,3917.51,1025.23814142,442.250199795,6,53.37478050369067,-36.16406354817067,1.88477048329
4431.7,3930.51,876.114284906,562.724882141,6,53.34244891518215,-36.16227597386471,3.06719074455
4163.366667,3943.01,58.8671120209,418.867613768,7,53.38787215825992,-36.16058049339827,1.37286535133
4125.940691,3946.355745,91.4804009528,400.102219273,7,53.39420745541645,-36.16012367100517,1.25462812497
4287.7,3948.01,1004.23879849,494.278760006,6,53.36682596457511,-36.15989333809001,1.98512341715
4248.2,3960.51,-0.641457377617,481.972546757,7,53.37351281174323,-36.15818661853397,1.67059104519
4080.2,3966.01,140.284648573,389.93176286,7,53.40195005432648,-36.1574376613916,1.07833364098
4093.2,3974.01,134.221921158,403.963202698,7,53.39974956453631,-36.15634435850659,1.00478241712
4139.2,3980.51,100.236115675,435.729959568,7,53.39196343400619,-36.15545580938954,1.01352030451
4066.7,4002.51,172.331929582,412.104294502,7,53.40423484948624,-36.15244925431143,0.808528305249
4427.319048,4011.414762,926.220365437,626.536263625,6,53.34319840786863,-36.15121934362391,2.80100151801
4182.080952,4015.01,84.8998719264,488.665017012,7,53.38470612188929,-36.15074015466163,0.969013770073
4108.7,4023.41,149.902061794,453.380644297,7,53.39712612720244,-36.14959300912251,0.607629849415
4406.7,4030.343333,954.008121757,630.199952525,6,53.34669000182181,-36.14863401400604,2.60084437891
4094.366667,4040.676667,171.579135974,459.302343299,7,53.39955204614046,-36.14723324853635,0.458085464093
4331.7,4041.657059,1022.00405095,596.353953133,6,53.35938444379971,-36.14709267573107,1.98037682514
4091.366667,4049.343333,179.020035269,464.68514221,7,53.40005977051104,-36.14604880160547,0.388968994988
4050.557143,4056.581429,216.644876367,447.167041657,7,53.40696640987156,-36.14505934700741,0.499072125331
4167.2,4059.01,122.38990469,516.194120074,7,53.3872256906282,-36.14472709851673,0.656204452976
4336.7,4063.51,1030.46846876,617.145013152,6,53.35853976408316,-36.14410582490052,1.98812998563
4130.033333,4065.343333,156.50753122,500.027656337,7,53.3935158555655,-36.14386200422697,0.375343510715
4078.881818,4068.51,200.273238635,473.227234158,7,53.40217264767232,-36.1434293233221,0.271200721282
4210.811111,4074.01,95.248085657,553.558228866,7,53.37984543377942,-36.14267613806416,0.95532039343
4080.7,4084.01,207.690257065,486.982614603,7,53.40186487067573,-36.14131099722958,0.165152178649
4089.780645,4076.397097,195.868652871,485.958528291,7,53.40032814047397,-36.14235145164649,0.173808362768
4191.7,4079.01,113.793329934,546.675063279,7,53.38307986180974,-36.14199328140874,0.793704927903
3949.7,4080.01,312.815344272,408.415789898,7,53.42403457226992,-36.14185512827135,1.21133064188
4061.733333,4081.426667,221.75883297,473.96391271,7,53.40507468411012,-36.14166393857059,0.310727684021
4083.609091,4081.256753,203.722399903,486.396748541,7,53.40137256678583,-36.14168728425432,0.163698796295
4268.533333,4085.676667,54.6190158042,596.298687826,7,53.37007734916255,-36.14107972617831,1.41346235188
4082.811786,4090.764173,209.84020964,493.73489545,7,53.40150745942854,-36.1403879343336,0.12169941717
4146.45,4094.51,159.807701991,533.37997585,7,53.39073795206263,-36.13987572996305,0.409914923524
4103.3,4096.41,196.283959583,510.139379275,7,53.39804022851899,-36.13961635477602,0.0557648921841
