Phys_X,Phys_Y,Chip_X,Chip_Y,Chip_ID,RA,DEC,Offaxis_Angle
3294.596667,3084.36,145.180647679,164.011936211,3,51.69873939614848,-21.43621415030986,10.5886920643
4058.657273,3610.723636,683.667545858,650.986781531,7,51.58655534569906,-21.36431908652205,3.99543293098
4226.038911,3662.340198,666.144604113,476.465384088,7,51.56199285735388,-21.35726385333785,3.71519642765
4201.8675,3759.985,565.510900478,480.857052107,7,51.56554126679085,-21.34391943744812,2.89152739526
4115.43,3774.36,534.284847281,562.857149878,7,51.57822432118205,-21.34195553964259,2.64610434106
4108.93,3777.052308,530.355017598,568.704401985,7,51.57917806124755,-21.34158760408004,2.62145283289
4034.566364,3778.36,514.346516219,641.440361909,7,51.59008929041354,-21.34140865183675,2.65772098686
4078.748182,3790.541818,511.137439898,595.659612887,7,51.58360655151489,-21.33974402851184,2.51307596454
4452.58625,3802.57875,573.346408534,226.319027006,7,51.52875526325351,-21.33809092839086,3.78611810002
4132.018235,3809.418824,503.155985185,539.632179875,7,51.5757905236627,-21.33716411205981,2.37201381894
4146.45,3811.66,503.813720618,525.02226659,7,51.57367305623274,-21.33685773961647,2.37132887167
4158.591055,3823.73037,494.369589907,510.714603324,7,51.57189178109897,-21.33520803652406,2.29392778737
4216.364783,3834.925217,494.820677429,451.787544803,7,51.56341529929711,-21.33367740553888,2.35939104985
4173.407273,3849.087273,472.413188972,491.15012265,7,51.56971818511101,-21.33174246340409,2.12454023036
4207.346667,3875.86,452.853636585,452.534091538,7,51.56473905881044,-21.32808311972386,2.02473557539
4075.020909,3895.723636,407.153519788,578.491056225,7,51.58415313230081,-21.32536917608786,1.65576038549
4032.314615,3898.975385,395.505262235,619.767430524,7,51.5904186285377,-21.32492453770543,1.70306972686
3998.652222,3925.137778,363.158833647,647.629793662,7,51.59535694030004,-21.32134866439965,1.61810733249
4230.463333,3953.16,381.553749993,414.53656284,7,51.56134891767719,-21.31751842887668,1.60879997201
4114.144286,4051.788571,261.707836449,509.185049571,7,51.57841364002562,-21.30404031328096,0.394149075678
3611.377761,4062.300299,151.835638436,1000.61678676,7,51.6521640734337,-21.30258877244977,3.98787333349
4598.832439,4148.872195,262.385127285,14.1939563687,7,51.50732109570567,-21.29075620971767,4.14145040148
3759.020909,4386.087273,907.775178373,791.461833156,6,51.63049153397405,-21.25834562794721,3.64649101723
4076.237692,4457.129231,900.768331928,466.018544417,6,51.58397306429645,-21.24864376236043,2.96182296021
3949.263333,4995.026667,347.633519283,484.313147903,6,51.60258121078704,-21.17512994588086,7.46617182508
4000.43,5775.735,634.228635824,279.395640257,5,51.59507191001457,-21.06843496891315,13.7921690927
4031.818889,5910.915556,507.737720198,221.857669121,5,51.59047363359975,-21.04996093090244,14.8875651935
3154.43,3159.66,267.96212468,266.142796512,3,51.71930925822799,-21.42590759249873,10.8944437526
3299.93,3364.206154,84.3435731333,437.74196349,3,51.69792588964603,-21.39796930134017,8.87258507626
4520.305,3472.401667,910.854829915,225.226022275,7,51.51880015800041,-21.38321168393514,6.18601923203
4369.874444,3570.082222,785.185442284,353.545596553,7,51.54088244320308,-21.36986872996633,4.86398117888
3981.53,4889.76,457.348538911,473.451271019,6,51.59785378809108,-21.1895168652993,6.57268729062
4297.858571,4895.788571,513.986065939,161.735279126,6,51.55148763284716,-21.18869123696101,6.75893794626
3308.18,5929.193333,346.696755228,928.590218217,5,51.69643940070307,-21.04742429971209,16.3592634386
3199.263333,3380.693333,179.993162162,474.181175724,3,51.71270010977228,-21.39570517580388,9.41182211064
3844.93,3676.301176,576.976584303,847.79505729,7,51.61791775283143,-21.35535289118618,4.01594360322
3276.263333,3712.026667,38.4965602157,784.075482247,3,51.7013608211092,-21.35043157916634,7.42815627955
3088.43,4279.36,914.962964347,688.690690198,2,51.72884475532271,-21.2728744177967,8.40105397591
3571.072857,4540.217143,719.305735328,945.487186423,6,51.65804212141641,-21.23727096348752,5.63929767282
4235.215714,4697.36,696.384697737,262.46036301,6,51.56066579864552,-21.21581107652057,5.05664314794
4468.263333,4736.36,704.186882277,25.9777526138,6,51.52650238542319,-21.21047356328642,6.06815323707
